Text,Entities
"APL Industries Rajkot, Gujarat, India Cement Pipe Machinery & Plants, Paver Machinery Plant, Cement Block & Fly Ash Bricks Machinery, Split Pulley, Cement Articles Equipments, Hydraulic Press For Pavers","[('APL Industries Rajkot', 'ORGANIZATION'), ('Gujarat,', 'LOCATION'), ('India', 'LOCATION')]"
"Arcon Contracting | A leader in general construction, renovation, design build, and construction management services","[('Arcon Contracting', 'ORGANIZATION')]"
CSI Capital provides alternative funding and financing for small and middle market businesses in Denver Colorado,"[('CSI Capital', 'ORGANIZATION'), ('Denver Colorado', 'LOCATION')]"
The owner of this domain has not yet uploaded their website.,[]
"CloudBooks is a small business bookkeeping & invoice software. We help you in time tracking, business expense management & creating unlimited professional invoices.","[('CloudBooks', 'TITLE')]"
"Bali's leading ECO manufacturer for startups & established brands for premium grade swimwear, active, lounge & coverups. Your handover priced in 3 days.","[('Bali', 'LOCATION'), ('3 days', 'QUANTITY')]"
"My WordPress Blog<br>For Best AC Repair service Bhubaneswar , Ac Reail and engineering services in bhubaneswar call us on 9938083943.","[('WordPress', 'TITLE'), ('Bhubaneswar', 'LOCATION'), ('Ac Reail', 'ORGANIZATION'), ('bhubaneswar', 'LOCATION'), ('9938083943', 'OTHER')]"
"It's Fresh, It's Healthy!",[]
"Zed Services is a Workers’ Compensation consultant and helps clients with Workers’ Compensation refunds and Workers’ Compensation premium recovery. We are known for our response rate, customer commitment, and attention to detail, and have immense respect for our customers. We serve clients nationwide. Learn more.","[('Zed Services', 'ORGANIZATION')]"
"City Car Care is an authorized Bosch car service centre in Delhi, located at Kirti Nagar. We offer all type of car repair and maintenance services as a Bosch Auto Service Center Delhi.","[('City Car Care', 'ORGANIZATION'), ('Bosch', 'ORGANIZATION'), ('Delhi', 'LOCATION'), ('Kirti Nagar', 'LOCATION'), ('Bosch Auto Service Center', 'ORGANIZATION'), ('Delhi', 'LOCATION')]"
"CCNA offer innovative design, development, and implementation of converged Voice, Video, Application, and Data solutions.","[('CCNA', 'TITLE')]"
"123Link - Best URL Shortener To Earn Money 2021 - 123link.co. Earn money on short links. Make short links and earn the biggest money. Short Links and Earn Money - Shorten, Share and Earn Money","[('123Link', 'ORGANIZATION'), ('2021', 'DATE'), ('123link.co', 'OTHER')]"
Florida Full Service Ship Chandler,"[('Florida', 'LOCATION'), ('Chandler', 'PERSON')]"
"Golden Season Pte Ltd, manufacturers of military rescue equipment, folding stretchers, combat ration packs, mobile shelter systems, military batteries and humanitarian relief products.","[('Golden Season Pte Ltd', 'ORGANIZATION')]"
"Curated for the discerning – discover the latest and best in luxe travel, dining, lifestyle and more",[]
"Primera Solutions designs, develops and deploys high value technology solutions for financial markets clients.","[('Primera Solutions', 'ORGANIZATION')]"
"PM Solutions - Say Hello to your Customers. Services include direct mail, hybrid mail, postage, print, data services, creative and marketing Comments Feed",[]
Rising Edge offers consulting services and software development for automated testing and process control system applications,"[('Rising Edge', 'ORGANIZATION')]"
Space Matrix is a global design & build firm that creates award-winning corporate workplaces that inspires people and impacts business,"[('Space Matrix', 'ORGANIZATION')]"
"Let your hair show the world who you really are. Like a piece of art, your hair is a canvas waiting to share your own expression and style. Come achieve the",[]
Statstics and Data Science Contractor,[]
"MIBS TECH is an innovative product development company located in Bangalore, India. The company developing single board computer modules called 'PC-on-chip' and highly integrated SBCs for embedded systems and Application and also developing Home Automation Products. Highly focused towards Quality of Products. Support customer demand and maintain a good relationship with customer.","[('MIBS TECH', 'ORGANIZATION'), ('Bangalore, India', 'LOCATION'), ('single board', 'QUANTITY')]"
"Hardin & Sons Serves Seattle, Tacoma, Olympia, Kent, Auburn, Lakewood, Renton, Edgewood & Kirkland, Washington.","[('Hardin & Sons', 'ORGANIZATION'), ('Seattle', 'LOCATION'), ('Tacoma', 'LOCATION'), ('Olympia', 'LOCATION'), ('Kent', 'LOCATION'), ('Auburn', 'LOCATION'), ('Lakewood', 'LOCATION'), ('Renton', 'LOCATION'), ('Edgewood', 'LOCATION'), ('Kirkland', 'LOCATION'), ('Washington', 'LOCATION')]"
University Village – Exclusively Bumble and bumble,"[('University Village', 'LOCATION')]"
"Business and Personal Contract Hire and Finance Leasing. Ask us about Mileage Rebates and Damage Waivers. Contract Hire, Finance Lease, BCH, PCH, Part Exchange Welcome",[]
"Innovation, flexible solutions shaped with immense passion.",[]
"Creative Digital Design Studio based in Norwich, UK. Low cost web design and development, logo and graphic design, and social media management for small businesses","[('Creative Digital Design Studio', 'ORGANIZATION'), ('Norwich, UK', 'LOCATION')]"
"Welcome to your one stop filtration specialist. We sell oil, fuel, air and water filters from Donaldson, Mann, Stanadyne and many other brands. We also sell filter accessories.","[('one', 'QUANTITY'), ('Donaldson', 'ORGANIZATION'), ('Mann', 'ORGANIZATION'), ('Stanadyne', 'ORGANIZATION')]"
A New Season & New Times are Coming! Thanks to all the loyal clients and brand new clients that have supported us through this crazy year. We are thankful and excited for some new changes that will be happening at ruby salon! We are recreating ourselves in the future and excited to share with … Continue reading,"[('year', 'DATE'), ('ruby salon', 'ORGANIZATION')]"
"VK is the largest European social network with more than 100 million active users. Our goal is to keep old friends, ex-classmates, neighbors and colleagues in touch.","[('VK', 'ORGANIZATION'), ('European', 'LOCATION'), ('more than 100 million', 'QUANTITY'), ('users', 'QUANTITY')]"
Universal Minds Sdn Bhd (UMSB) is a consulting firm and a corporate development & training program provider in Malaysia. HRDF Claimable!,"[('Universal Minds Sdn Bhd', 'ORGANIZATION'), ('UMSB', 'ORGANIZATION'), ('Malaysia', 'LOCATION'), ('HRDF', 'ORGANIZATION')]"
Netcentric builds digital experiences that connect our clients to their customers. Our integrated partnerships with brands enable them to access the full potential of the Adobe Experience Cloud. ,"[('Netcentric', 'ORGANIZATION'), ('Adobe', 'ORGANIZATION'), ('Experience Cloud', 'TITLE')]"
The Official Website of the City Government of Calamba.<br>The Official Website of the City of Calamba.,"[('City Government of Calamba', 'ORGANIZATION'), ('Calamba', 'LOCATION')]"
"RFM Construction Products (M) Sdn Bhd leading brands, Ramset and Statheros, offer a comprehensive range of products comprising mechanical and chemical anchors, fasteners, power tools and construction chemicals.","[('RFM Construction Products (M) Sdn Bhd', 'ORGANIZATION')]"
"GET AS MANY LEADS, CLIENTS & CUSTOMERS AS YOU CAN HANDLE","[('MANY LEADS', 'QUANTITY'), ('CLIENTS', 'QUANTITY'), ('CUSTOMERS', 'QUANTITY')]"
The owner of this domain has not yet uploaded their website.,[]
Premier scuba diving & snorkeling excursions to Catalina Island in the Dominican Republic. Come and experience a true taste of paradise & relaxation!,"[('Catalina Island', 'LOCATION'), ('Dominican Republic', 'LOCATION')]"
Things to do in a city recommended by locals. Find the best prices for booking flights & hotels for your travels,[]
 High Touch Network -  ,[]
"Maverick is an interior design company with a unique signature elegance that resonates across a wide range of styles. We strive to create truly imaginative spaces that are both tastefully creative and invitingly livable. Home rennovation, development, and custom design. Live beautifully.","[('Maverick', 'ORGANIZATION'), ('both', 'QUANTITY')]"
"Blueprint Projects are local RIBA chartered architects based in Hythe Kent, 
servicing residential and commercial architecture projects throughout Kent 
& London.","[('Blueprint Projects', 'ORGANIZATION'), ('RIBA', 'ORGANIZATION'), ('Hythe Kent', 'LOCATION'), ('Kent', 'LOCATION'), ('London', 'LOCATION')]"
"We connect Northeast farmers and eaters to an ethical, sustainable, regional food system, bringing you fresh, locally grown fruits and vegetables.","[('Northeast', 'LOCATION')]"
Accounting Services Bookkeeping services Outsourcing Accounting E-commerce Accounting GST Return Accounting Services Export Accounting,[]
"JDGlobal LLC Manufacturer's Representatives, Sales and Program Management","[('JDGlobal LLC', 'ORGANIZATION')]"
"Sasa Marketing is a marketing consultancy for SMEs, based in East Anglia and managed by Catherine Bowyer. With 25 years of marketing experience, her hands on approach will benefit any small enterprise looking to grow their business through quality marketing activity.","[('Sasa Marketing', 'ORGANIZATION'), ('East Anglia', 'LOCATION'), ('Catherine Bowyer', 'PERSON'), ('25 years', 'QUANTITY')]"
Acme International provides our customers with reliable access to exclusive designer brand named products for wholesalers and resellers.,"[('Acme International', 'ORGANIZATION')]"
non profit organization catering to underprivileged/underrepresented communities and youth to provide resources and empowerment.,[]
"Fabricor is a well established company, internationally known as an industry leader for solid surface and stone fabrication. From residential kitchens to extremely sophisticated fabrication and cladding, Fabricor is the one source with the experience and know-how to exceed expectations for your project.","[('Fabricor', 'ORGANIZATION'), ('Fabricor', 'ORGANIZATION'), ('one source', 'QUANTITY')]"
"MEGA STAGE specializes in the SALES & RENTAL of modular structures for the entertainement industry. We are a Canadian company, and no project is too big or too small to use any or all of the different MEGA products!","[('MEGA STAGE', 'ORGANIZATION'), ('Canadian', 'LOCATION'), ('MEGA', 'ORGANIZATION')]"
"Custom homes, Custom Remodel, Quality Craftmanship",[]
"MJ Iron Works invests a significant amount of energy and effort into producing the creative and impactful work for our clients. As a small, family owner company we tailor to the needs of any budget. There is no need to put on hold your metal works project.","[('MJ Iron Works', 'ORGANIZATION')]"
Talgra consults with people who want to create positive social and environmental change with their money through sustainable investing.,"[('Talgra', 'PERSON')]"
Business and Marketing Internet Consulting,[]
"Located in Nashville, Oasis Center helps young people in Middle Tennessee move into a happy, healthy and productive adulthood. Learn more about Oasis Center.","[('Nashville', 'LOCATION'), ('Oasis Center', 'ORGANIZATION'), ('Middle Tennessee', 'LOCATION'), ('Oasis Center', 'ORGANIZATION')]"
Natural-icon web and graphic design,[]
"806-376-8221 – FREE quotes. Family-owned and operated business. Specializing in fabricated steel for commercial, industrial, and institutional buildings.","[('806-376-8221', 'OTHER')]"
We are doing some maintenance on our site. Please come back later.,[]
"Futures & Commodities Brokerage, Advisory, and Investment Management Services",[]
Redspark is a superior custom website and mobile application development company planning to convey the world-class mobile applications for Android & iOS. Connect with us.,"[('Redspark', 'ORGANIZATION'), ('Android', 'TITLE'), ('iOS', 'TITLE')]"
"From an idea to a live software product, without a headache. High quality software development experts as part of your existing team.Mobile App Development.","[('team.Mobile', 'ORGANIZATION')]"
"Arcadia Acres located near Ironton is owned and operated by 
cheryl and Mike Floerchinger.","[('Arcadia', 'LOCATION'), ('Acres', 'ORGANIZATION'), ('Ironton', 'LOCATION'), ('cheryl', 'PERSON'), ('Mike Floerchinger', 'PERSON')]"
Your source for information on all Oracle Database error codes,"[('Oracle', 'ORGANIZATION')]"
"Sell your story to women's magazines & national newspapers for cash. Real life features, sold for great fees. Sell your story to publications with HotSpot Media.","[('HotSpot Media', 'ORGANIZATION')]"
"Upcoming IPOs, Recently Priced IPOs, IPO Calendars, IPO News, Pre-IPO institutional research and the Renaissance IPO ETFs - Renaissance Capital",[]
